Game ID,Home Team,Away Team,Player,iCF,SAT‑F,SAT‑A,CF%,CRel%,ZSO,ZSD,oZS%,HIT,BLK,Player ID
202410240NYR,NYR,FLA,Filip Chytil,4.0,10,19,34.5,-17.4,3.0,4.0,42.9,0,0,
202410240NYR,NYR,FLA,William Cuylle,0.0,10,16,38.5,-11.5,6.0,4.0,60.0,3,0,
202410240NYR,NYR,FLA,Adam Edstrom,0.0,3,8,27.3,-22.2,0.0,3.0,0.0,1,1,
202410240NYR,NYR,FLA,Adam Fox,4.0,32,19,62.7,28.8,15.0,2.0,88.2,2,1,
202410240NYR,NYR,FLA,Kaapo Kakko,2.0,8,19,29.6,-23.4,3.0,3.0,50.0,1,0,
202410240NYR,NYR,FLA,Chris Kreider,5.0,21,14,60.0,18.7,10.0,3.0,76.9,2,0,
202410240NYR,NYR,FLA,Alexis LafreniÃ¨re,6.0,25,12,67.6,30.6,10.0,1.0,90.9,3,0,
202410240NYR,NYR,FLA,Ryan Lindgren,3.0,5,22,18.5,-38.1,3.0,10.0,23.1,1,3,
202410240NYR,NYR,FLA,Vittorio Mancini,2.0,6,23,20.7,-36.1,2.0,6.0,25.0,0,4,
202410240NYR,NYR,FLA,K'Andre Miller,6.0,28,21,57.1,17.8,8.0,6.0,57.1,2,1,
202410240NYR,NYR,FLA,Artemi Panarin,9.0,32,19,62.7,28.8,11.0,2.0,84.6,0,0,
202410240NYR,NYR,FLA,Braden Schneider,4.0,10,17,37.0,-13.6,1.0,1.0,50.0,0,0,
202410240NYR,NYR,FLA,Reilly Smith,0.0,9,16,36.0,-14.6,3.0,2.0,60.0,1,1,
202410240NYR,NYR,FLA,Vincent Trocheck,2.0,30,16,65.2,30.8,14.0,2.0,87.5,6,1,
202410240NYR,NYR,FLA,Jacob Trouba,2.0,10,11,47.6,0.4,2.0,1.0,66.7,2,1,
202410240NYR,NYR,FLA,Mika Zibanejad,0.0,19,17,52.8,8.2,10.0,3.0,76.9,0,0,
202410240NYR,NYR,FLA,TOTAL,,52,57,47.7,,,,61.7,29,13,
202410240CGY,CGY,CAR,Sebastian Aho,5.0,34,22,60.7,4.7,11.0,9.0,55.0,0,1,
202410240CGY,CGY,CAR,Jackson Blake,2.0,12,7,63.2,6.2,5.0,1.0,83.3,0,0,
202410240CGY,CGY,CAR,Brent Burns,4.0,27,19,58.7,1.3,10.0,11.0,47.6,0,1,
202410240CGY,CGY,CAR,William Carrier,3.0,13,6,68.4,12.2,5.0,1.0,83.3,5,0,
202410240CGY,CGY,CAR,Jalen Chatfield,6.0,23,21,52.3,-8.1,7.0,7.0,50.0,2,2,
202410240CGY,CGY,CAR,Jack Drury,3.0,14,6,70.0,14.2,5.0,1.0,83.3,1,0,
202410240CGY,CGY,CAR,Shayne Gostisbehere,9.0,31,15,67.4,14.2,9.0,9.0,50.0,0,1,
202410240CGY,CGY,CAR,Seth Jarvis,8.0,23,22,51.1,-10.0,5.0,10.0,33.3,1,1,
202410240CGY,CGY,CAR,Jesperi Kotkaniemi,4.0,19,13,59.4,2.0,8.0,6.0,57.1,0,1,
202410240CGY,CGY,CAR,Jordan Martinook,0.0,16,19,45.7,-16.2,2.0,11.0,15.4,2,2,
202410240CGY,CGY,CAR,Martin NeÄas,8.0,29,15,65.9,11.7,12.0,5.0,70.6,0,0,
202410240CGY,CGY,CAR,Dmitry Orlov,4.0,22,22,50.0,-11.5,7.0,8.0,46.7,2,1,
202410240CGY,CGY,CAR,Eric Robinson,5.0,15,15,50.0,-10.0,8.0,6.0,57.1,2,0,
202410240CGY,CGY,CAR,Jack Roslovic,6.0,22,12,64.7,9.0,6.0,7.0,46.2,0,1,
202410240CGY,CGY,CAR,Jaccob Slavin,3.0,28,19,59.6,2.6,10.0,10.0,50.0,0,0,
202410240CGY,CGY,CAR,Jordan Staal,3.0,13,17,43.3,-18.5,2.0,11.0,15.4,1,1,
202410240CGY,CGY,CAR,Andrei Svechnikov,7.0,38,15,71.7,22.3,11.0,8.0,57.9,1,1,
202410240CGY,CGY,CAR,Sean Walker,1.0,20,21,48.8,-12.8,5.0,9.0,35.7,0,2,
202410240CGY,CGY,CAR,TOTAL,,81,56,59.1,,,,49.5,17,15,
202410240CGY,CGY,CAR,Rasmus Andersson,6.0,25,40,38.5,-6.8,9.0,10.0,47.4,0,1,
202410240CGY,CGY,CAR,Mikael Backlund,7.0,20,26,43.5,2.0,10.0,10.0,50.0,1,0,
202410240CGY,CGY,CAR,Kevin Bahl,1.0,18,35,34.0,-13.1,8.0,11.0,42.1,0,2,
202410240CGY,CGY,CAR,Jake Bean,4.0,16,22,42.1,-0.1,4.0,6.0,40.0,0,1,
202410240CGY,CGY,CAR,Blake Coleman,3.0,22,21,51.2,13.1,12.0,9.0,57.1,4,2,
202410240CGY,CGY,CAR,Matthew Coronato,2.0,5,12,29.4,-14.5,3.0,9.0,25.0,2,0,
202410240CGY,CGY,CAR,Jonathan Huberdeau,2.0,16,17,48.5,8.3,9.0,6.0,60.0,0,1,
202410240CGY,CGY,CAR,Nazem Kadri,11.0,30,23,56.6,23.3,14.0,3.0,82.4,1,0,
202410240CGY,CGY,CAR,Justin Kirkland,1.0,7,18,28.0,-17.2,3.0,6.0,33.3,6,2,
202410240CGY,CGY,CAR,Andrei Kuzmenko,2.0,32,24,57.1,25.0,14.0,3.0,82.4,0,0,
202410240CGY,CGY,CAR,Ryan Lomberg,1.0,2,12,14.3,-30.9,0.0,7.0,0.0,2,2,
202410240CGY,CGY,CAR,Anthony Mantha,1.0,11,19,36.7,-6.9,2.0,4.0,33.3,2,1,
202410240CGY,CGY,CAR,Daniil Miromanov,3.0,14,23,37.8,-5.9,10.0,10.0,50.0,0,1,
202410240CGY,CGY,CAR,Brayden Pachal,2.0,13,18,41.9,-0.3,4.0,6.0,40.0,1,1,
202410240CGY,CGY,CAR,Martin Pospisil,4.0,19,21,47.5,7.5,8.0,3.0,72.7,3,1,
202410240CGY,CGY,CAR,Kevin Rooney,0.0,2,15,11.8,-34.5,0.0,7.0,0.0,5,1,
202410240CGY,CGY,CAR,MacKenzie Weegar,5.0,21,24,46.7,6.7,14.0,9.0,60.9,3,3,
202410240CGY,CGY,CAR,Connor Zary,4.0,24,17,58.5,23.1,13.0,5.0,72.2,1,0,
202410240CGY,CGY,CAR,TOTAL,,59,78,43.1,,,,51.9,31,19,
202410240UTA,UTA,COL,Ross Colton,3.0,10,9,52.6,13.6,7.0,3.0,70.0,1,0,
202410240UTA,UTA,COL,Calvin de Haan,1.0,7,23,23.3,-26.0,0.0,3.0,0.0,3,3,
202410240UTA,UTA,COL,Samuel Girard,2.0,12,22,35.3,-9.5,5.0,6.0,45.5,1,2,
202410240UTA,UTA,COL,Ivan Ivan,1.0,8,12,40.0,-2.0,2.0,2.0,50.0,0,0,
202410240UTA,UTA,COL,Parker Kelly,2.0,12,15,44.4,3.9,0.0,5.0,0.0,1,3,
202410240UTA,UTA,COL,Joel Kiviranta,2.0,8,22,26.7,-21.2,1.0,6.0,14.3,2,2,
202410240UTA,UTA,COL,Nikolai Kovalenko,1.0,11,9,55.0,16.7,4.0,6.0,40.0,3,0,
202410240UTA,UTA,COL,Nathan MacKinnon,5.0,18,24,42.9,2.2,8.0,5.0,61.5,1,1,
202410240UTA,UTA,COL,Cale Makar,8.0,19,16,54.3,19.5,9.0,12.0,42.9,0,2,
202410240UTA,UTA,COL,Sam Malinski,2.0,10,18,35.7,-8.1,0.0,4.0,0.0,1,3,
202410240UTA,UTA,COL,Josh Manson,4.0,10,25,28.6,-19.9,5.0,5.0,50.0,0,1,
202410240UTA,UTA,COL,Casey Mittelstadt,1.0,16,10,61.5,26.8,9.0,7.0,56.3,0,0,
202410240UTA,UTA,COL,Logan O'Connor,3.0,14,5,73.7,39.6,5.0,10.0,33.3,5,0,
202410240UTA,UTA,COL,Mikko Rantanen,1.0,17,23,42.5,1.5,8.0,5.0,61.5,0,1,
202410240UTA,UTA,COL,Matthew Stienburg,0.0,2,16,11.1,-37.1,1.0,3.0,25.0,3,0,
202410240UTA,UTA,COL,Devon Toews,3.0,20,13,60.6,28.2,4.0,12.0,25.0,2,0,
202410240UTA,UTA,COL,Chris Wagner,0.0,1,12,7.7,-38.9,1.0,4.0,20.0,3,1,
202410240UTA,UTA,COL,Miles Wood,3.0,13,14,48.1,8.9,0.0,3.0,0.0,1,0,
202410240UTA,UTA,COL,TOTAL,,42,58,42.0,,,,40.5,27,19,
202410240UTA,UTA,COL,Ian Cole,3.0,18,16,52.9,-8.3,6.0,6.0,50.0,4,1,
202410240UTA,UTA,COL,Logan Cooley,3.0,9,8,52.9,-6.6,4.0,1.0,80.0,0,0,
202410240UTA,UTA,COL,Lawson Crouse,3.0,9,15,37.5,-27.4,1.0,2.0,33.3,3,0,
202410240UTA,UTA,COL,Josh Doan,4.0,12,4,75.0,19.7,4.0,3.0,57.1,0,0,
202410240UTA,UTA,COL,Dylan Guenther,2.0,25,12,67.6,14.5,9.0,4.0,69.2,0,1,
202410240UTA,UTA,COL,Barrett Hayton,9.0,28,10,73.7,24.5,12.0,3.0,80.0,0,0,
202410240UTA,UTA,COL,Clayton Keller,8.0,28,7,80.0,33.0,12.0,3.0,80.0,0,0,
202410240UTA,UTA,COL,Alexander Kerfoot,1.0,17,8,68.0,12.7,4.0,6.0,40.0,0,1,
202410240UTA,UTA,COL,Michael Kesselring,6.0,29,10,74.4,26.0,7.0,4.0,63.6,1,0,
202410240UTA,UTA,COL,Vladislav Kolyachonok,0.0,6,11,35.3,-27.8,4.0,1.0,80.0,0,0,
202410240UTA,UTA,COL,Maveric Lamoureux,2.0,15,15,50.0,-12.0,6.0,3.0,66.7,2,3,
202410240UTA,UTA,COL,Matias Maccelli,0.0,9,11,45.0,-16.7,2.0,2.0,50.0,0,0,
202410240UTA,UTA,COL,Jack McBain,0.0,11,14,44.0,-19.2,1.0,1.0,50.0,3,1,
202410240UTA,UTA,COL,Nick Schmaltz,2.0,15,13,53.6,-6.7,9.0,3.0,75.0,0,0,
202410240UTA,UTA,COL,Mikhail Sergachev,8.0,34,12,73.9,28.4,10.0,10.0,50.0,1,1,
202410240UTA,UTA,COL,Kevin Stenlund,7.0,15,9,62.5,5.4,5.0,8.0,38.5,0,0,
202410240UTA,UTA,COL,Juuso VÃ¤limÃ¤ki,1.0,9,15,37.5,-27.4,5.0,1.0,83.3,1,2,
202410240UTA,UTA,COL,Kailer Yamamoto,0.0,4,10,28.6,-34.6,4.0,2.0,66.7,0,0,
202410240UTA,UTA,COL,TOTAL,,59,41,59.0,,,,62.1,15,10,
202410240SEA,SEA,WPG,Mason Appleton,4.0,18,13,58.1,14.4,3.0,7.0,30.0,0,0,
202410240SEA,SEA,WPG,Morgan Barron,2.0,5,8,38.5,-10.1,2.0,10.0,16.7,2,1,
202410240SEA,SEA,WPG,Kyle Connor,5.0,18,23,43.9,-5.5,13.0,2.0,86.7,0,1,
202410240SEA,SEA,WPG,Dylan DeMelo,2.0,17,19,47.2,-0.4,12.0,8.0,60.0,4,1,
202410240SEA,SEA,WPG,Nikolaj Ehlers,4.0,21,17,55.3,11.5,14.0,4.0,77.8,1,0,
202410240SEA,SEA,WPG,Alex Iafallo,0.0,5,10,33.3,-16.2,2.0,9.0,18.2,1,0,
202410240SEA,SEA,WPG,Rasmus Kupari,0.0,3,13,18.8,-33.2,2.0,11.0,15.4,2,2,
202410240SEA,SEA,WPG,Adam Lowry,3.0,20,12,62.5,20.6,3.0,14.0,17.6,4,0,
202410240SEA,SEA,WPG,Colin Miller,3.0,10,9,52.6,6.1,5.0,4.0,55.6,2,0,
202410240SEA,SEA,WPG,Josh Morrissey,5.0,24,27,47.1,-0.7,16.0,10.0,61.5,3,2,
202410240SEA,SEA,WPG,Vladislav Namestnikov,1.0,14,15,48.3,1.1,13.0,4.0,76.5,1,0,
202410240SEA,SEA,WPG,Nino Niederreiter,4.0,16,9,64.0,21.0,3.0,6.0,33.3,3,0,
202410240SEA,SEA,WPG,Cole Perfetti,4.0,16,14,53.3,7.8,13.0,2.0,86.7,0,0,
202410240SEA,SEA,WPG,Neal Pionk,7.0,20,31,39.2,-14.5,13.0,12.0,52.0,1,3,
202410240SEA,SEA,WPG,Dylan Samberg,5.0,24,26,48.0,0.9,10.0,12.0,45.5,1,2,
202410240SEA,SEA,WPG,Mark Scheifele,3.0,19,22,46.3,-1.8,13.0,2.0,86.7,2,0,
202410240SEA,SEA,WPG,Logan Stanley,0.0,11,11,50.0,3.1,5.0,6.0,45.5,3,1,
202410240SEA,SEA,WPG,Gabriel Vilardi,4.0,16,22,42.1,-7.9,13.0,2.0,86.7,1,2,
202410240SEA,SEA,WPG,TOTAL,,56,61,47.9,,,,55.2,31,15,
202410240SEA,SEA,WPG,Matty Beniers,3.0,27,18,60.0,12.1,9.0,10.0,47.4,1,1,
202410240SEA,SEA,WPG,Oliver Bjorkstrand,2.0,16,9,64.0,14.5,9.0,7.0,56.3,1,0,
202410240SEA,SEA,WPG,William Borgen,2.0,16,12,57.1,6.0,9.0,8.0,52.9,2,0,
202410240SEA,SEA,WPG,AndrÃ© Burakovsky,3.0,10,13,43.5,-11.2,5.0,5.0,50.0,0,2,
202410240SEA,SEA,WPG,Jordan Eberle,10.0,29,18,61.7,15.2,9.0,10.0,47.4,0,4,
202410240SEA,SEA,WPG,Ryker Evans,5.0,25,22,53.2,1.1,8.0,10.0,44.4,4,0,
202410240SEA,SEA,WPG,Yanni Gourde,7.0,20,12,62.5,13.7,6.0,8.0,42.9,4,1,
202410240SEA,SEA,WPG,Tye Kartye,1.0,4,10,28.6,-27.2,4.0,3.0,57.1,3,0,
202410240SEA,SEA,WPG,Adam Larsson,1.0,19,20,48.7,-5.7,6.0,14.0,30.0,3,1,
202410240SEA,SEA,WPG,Josh Mahura,2.0,10,7,58.8,7.3,2.0,3.0,40.0,5,1,
202410240SEA,SEA,WPG,Jared McCann,9.0,28,15,65.1,19.8,9.0,10.0,47.4,0,0,
202410240SEA,SEA,WPG,Brandon Montour,4.0,29,26,52.7,0.3,15.0,12.0,55.6,2,1,
202410240SEA,SEA,WPG,Jamie Oleksiak,4.0,18,23,43.9,-13.2,8.0,15.0,34.8,1,2,
202410240SEA,SEA,WPG,Jaden Schwartz,4.0,11,16,40.7,-15.3,6.0,8.0,42.9,1,1,
202410240SEA,SEA,WPG,Chandler Stephenson,0.0,13,20,39.4,-18.2,8.0,11.0,42.1,1,0,
202410240SEA,SEA,WPG,Brandon Tanev,4.0,14,14,50.0,-3.3,2.0,11.0,15.4,2,2,
202410240SEA,SEA,WPG,Eeli Tolvanen,1.0,15,6,71.4,22.9,9.0,5.0,64.3,4,0,
202410240SEA,SEA,WPG,Shane Wright,0.0,6,11,35.3,-20.1,6.0,4.0,60.0,0,0,
202410240SEA,SEA,WPG,TOTAL,,62,54,53.4,,,,45.7,34,16,
202410240LAK,LAK,SJS,Cody Ceci,2.0,17,24,41.5,-16.9,4.0,11.0,26.7,1,0,
202410240LAK,LAK,SJS,Ty Dellandrea,0.0,9,13,40.9,-14.3,2.0,10.0,16.7,7,0,
202410240LAK,LAK,SJS,William Eklund,4.0,30,26,53.6,2.0,11.0,2.0,84.6,1,0,
202410240LAK,LAK,SJS,Mario Ferraro,1.0,17,9,65.4,16.5,2.0,9.0,18.2,3,1,
202410240LAK,LAK,SJS,Barclay Goodrow,2.0,13,8,61.9,11.4,2.0,9.0,18.2,6,0,
202410240LAK,LAK,SJS,Mikael Granlund,9.0,28,25,52.8,0.5,11.0,3.0,78.6,2,1,
202410240LAK,LAK,SJS,Carl GrundstrÃ¶m,1.0,13,7,65.0,15.0,2.0,7.0,22.2,2,0,
202410240LAK,LAK,SJS,Daniil Gushchin,1.0,9,11,45.0,-9.1,4.0,2.0,66.7,1,2,
202410240LAK,LAK,SJS,Klim Kostin,0.0,1,8,11.1,-44.9,0.0,1.0,0.0,1,0,
202410240LAK,LAK,SJS,Luke Kunin,4.0,12,11,52.2,-0.4,0.0,7.0,0.0,0,2,
202410240LAK,LAK,SJS,Jan Rutta,6.0,15,11,57.7,6.6,3.0,6.0,33.3,2,0,
202410240LAK,LAK,SJS,Nico Sturm,2.0,14,8,63.6,13.6,0.0,7.0,0.0,1,0,
202410240LAK,LAK,SJS,Jack Thompson,6.0,24,20,54.5,3.1,9.0,2.0,81.8,0,3,
202410240LAK,LAK,SJS,Henry Thrun,0.0,11,21,34.4,-24.9,4.0,2.0,66.7,3,3,
202410240LAK,LAK,SJS,Tyler Toffoli,7.0,32,24,57.1,8.7,11.0,3.0,78.6,1,0,
202410240LAK,LAK,SJS,Jake Walman,7.0,19,20,48.7,-5.7,4.0,8.0,33.3,2,0,
202410240LAK,LAK,SJS,Alexander Wennberg,6.0,32,12,72.7,32.2,12.0,3.0,80.0,2,0,
202410240LAK,LAK,SJS,Fabian Zetterlund,4.0,22,14,61.1,12.3,6.0,4.0,60.0,4,1,
202410240LAK,LAK,SJS,TOTAL,,62,55,53.0,,,,46.8,39,13,
202410240LAK,LAK,SJS,Michael Anderson,3.0,13,24,35.1,-18.0,7.0,7.0,50.0,1,0,
202410240LAK,LAK,SJS,Kyle Burroughs,2.0,19,14,57.6,14.1,3.0,4.0,42.9,2,2,
202410240LAK,LAK,SJS,Quinton Byfield,5.0,16,17,48.5,1.4,8.0,5.0,61.5,1,0,
202410240LAK,LAK,SJS,Brandt Clarke,4.0,19,7,73.1,32.9,6.0,2.0,75.0,1,0,
202410240LAK,LAK,SJS,Phillip Danault,3.0,16,14,53.3,7.8,9.0,4.0,69.2,1,3,
202410240LAK,LAK,SJS,Joel Edmundson,2.0,20,27,42.6,-8.1,8.0,9.0,47.1,3,2,
202410240LAK,LAK,SJS,Kevin Fiala,4.0,16,8,66.7,24.1,6.0,2.0,75.0,1,1,
202410240LAK,LAK,SJS,Warren Foegele,8.0,18,15,54.5,9.8,2.0,3.0,40.0,0,1,
202410240LAK,LAK,SJS,Vladislav Gavrikov,2.0,26,32,44.8,-5.2,5.0,9.0,35.7,2,2,
202410240LAK,LAK,SJS,Tanner Jeannot,3.0,8,8,50.0,2.9,3.0,0.0,100.0,3,0,
202410240LAK,LAK,SJS,Adrian Kempe,4.0,13,25,34.2,-19.6,6.0,11.0,35.3,1,2,
202410240LAK,LAK,SJS,AnÅ¾e Kopitar,3.0,13,25,34.2,-19.6,6.0,11.0,35.3,0,2,
202410240LAK,LAK,SJS,Alex Laferriere,2.0,19,13,59.4,16.4,2.0,2.0,50.0,3,3,
202410240LAK,LAK,SJS,Andre Lee,1.0,5,12,29.4,-21.1,2.0,0.0,100.0,2,2,
202410240LAK,LAK,SJS,Trevor Lewis,1.0,8,8,50.0,2.9,2.0,0.0,100.0,0,1,
202410240LAK,LAK,SJS,Trevor Moore,4.0,15,14,51.7,5.6,9.0,4.0,69.2,0,0,
202410240LAK,LAK,SJS,Jordan Spence,2.0,10,19,34.5,-17.2,9.0,3.0,75.0,2,3,
202410240LAK,LAK,SJS,Alex Turcotte,3.0,15,14,51.7,5.6,4.0,2.0,66.7,1,0,
202410240LAK,LAK,SJS,TOTAL,,56,61,47.9,,,,55.2,24,24,
202410250VEG,VEG,OTT,Michael Amadio,1.0,20,15,57.1,3.8,5.0,4.0,55.6,0,0,
202410250VEG,VEG,OTT,Drake Batherson,2.0,23,20,53.5,-1.3,6.0,13.0,31.6,1,1,
202410250VEG,VEG,OTT,Jacob Bernard-Docker,3.0,17,8,68.0,17.0,7.0,2.0,77.8,1,0,
202410250VEG,VEG,OTT,Thomas Chabot,4.0,19,19,50.0,-6.2,9.0,9.0,50.0,1,3,
202410250VEG,VEG,OTT,Nick Cousins,4.0,17,4,81.0,31.9,7.0,1.0,87.5,4,0,
202410250VEG,VEG,OTT,Adam Gaudette,3.0,13,8,61.9,9.1,6.0,2.0,75.0,0,0,
202410250VEG,VEG,OTT,Claude Giroux,3.0,21,19,52.5,-2.7,5.0,16.0,23.8,1,2,
202410250VEG,VEG,OTT,Noah Gregor,6.0,16,18,47.1,-9.9,3.0,3.0,50.0,4,1,
202410250VEG,VEG,OTT,Ridly Greig,3.0,20,14,58.8,6.1,5.0,3.0,62.5,2,0,
202410250VEG,VEG,OTT,Travis Hamonic,5.0,25,26,49.0,-8.9,4.0,15.0,21.1,0,3,
202410250VEG,VEG,OTT,Nick Jensen,3.0,14,19,42.4,-16.1,8.0,8.0,50.0,2,2,
202410250VEG,VEG,OTT,Tyler Kleven,1.0,16,14,53.3,-1.3,8.0,3.0,72.7,2,1,
202410250VEG,VEG,OTT,Zack MacEwen,2.0,8,7,53.3,-1.2,5.0,2.0,71.4,1,0,
202410250VEG,VEG,OTT,Joshua Norris,5.0,21,22,48.8,-8.3,6.0,18.0,25.0,2,2,
202410250VEG,VEG,OTT,Cole Reinhardt,4.0,9,5,64.3,11.2,5.0,2.0,71.4,1,0,
202410250VEG,VEG,OTT,Jake Sanderson,4.0,34,29,54.0,-0.7,8.0,16.0,33.3,2,3,
202410250VEG,VEG,OTT,Tim StÃ¼tzle,5.0,28,18,60.9,10.3,12.0,5.0,70.6,1,1,
202410250VEG,VEG,OTT,Brady Tkachuk,11.0,26,19,57.8,5.4,12.0,6.0,66.7,3,1,
202410250VEG,VEG,OTT,TOTAL,,69,58,54.3,,,,48.2,28,20,
202410250VEG,VEG,OTT,Ivan Barbashev,5.0,17,15,53.1,9.9,12.0,2.0,85.7,6,2,
202410250VEG,VEG,OTT,Brendan Brisson,3.0,7,13,35.0,-12.7,1.0,3.0,25.0,2,0,
202410250VEG,VEG,OTT,Pavel Dorofeyev,5.0,17,11,60.7,19.3,9.0,7.0,56.3,0,0,
202410250VEG,VEG,OTT,Jack Eichel,7.0,24,20,54.5,13.5,17.0,4.0,81.0,0,1,
202410250VEG,VEG,OTT,Nicolas Hague,1.0,4,10,28.6,-19.2,1.0,6.0,14.3,1,0,
202410250VEG,VEG,OTT,Noah Hanifin,5.0,29,31,48.3,5.0,15.0,9.0,62.5,2,2,
202410250VEG,VEG,OTT,TomÃ¡Å¡ Hertl,2.0,17,16,51.5,7.9,9.0,9.0,50.0,2,0,
202410250VEG,VEG,OTT,Alexander Holtz,2.0,10,14,41.7,-4.9,2.0,3.0,40.0,0,0,
202410250VEG,VEG,OTT,Brett Howden,1.0,14,21,40.0,-7.8,4.0,9.0,30.8,5,0,
202410250VEG,VEG,OTT,Keegan Kolesar,3.0,14,17,45.2,-0.6,4.0,7.0,36.4,2,1,
202410250VEG,VEG,OTT,Brayden McNabb,3.0,17,25,40.5,-7.7,6.0,9.0,40.0,3,3,
202410250VEG,VEG,OTT,Tanner Pearson,0.0,13,14,48.1,3.1,4.0,8.0,33.3,1,0,
202410250VEG,VEG,OTT,Alex Pietrangelo,6.0,28,33,45.9,0.4,14.0,11.0,56.0,3,2,
202410250VEG,VEG,OTT,Nicolas Roy,6.0,16,22,42.1,-5.1,6.0,7.0,46.2,3,0,
202410250VEG,VEG,OTT,Cole Schwindt,1.0,7,11,38.9,-7.9,1.0,4.0,20.0,0,0,
202410250VEG,VEG,OTT,Mark Stone,1.0,23,21,52.3,10.1,17.0,4.0,81.0,0,0,
202410250VEG,VEG,OTT,Shea Theodore,7.0,22,24,47.8,3.4,11.0,5.0,68.8,0,0,
202410250VEG,VEG,OTT,Zach Whitecloud,0.0,8,16,33.3,-15.2,1.0,8.0,11.1,2,1,
202410250VEG,VEG,OTT,TOTAL,,58,68,46.0,,,,53.7,32,12,
202410250NJD,NJD,NYI,Mathew Barzal,5.0,19,22,46.3,1.7,5.0,2.0,71.4,1,2,
202410250NJD,NJD,NYI,Casey Cizikas,3.0,13,11,54.2,11.2,4.0,4.0,50.0,3,1,
202410250NJD,NJD,NYI,Noah Dobson,5.0,25,32,43.9,-2.4,7.0,5.0,58.3,2,2,
202410250NJD,NJD,NYI,Liam Foudy,3.0,5,11,31.2,-16.0,4.0,2.0,66.7,0,1,
202410250NJD,NJD,NYI,Simon HolmstrÃ¶m,2.0,16,24,40.0,-7.6,5.0,5.0,50.0,0,1,
