Game ID,Home Team,Away Team,Player,iCF,SAT‑F,SAT‑A,CF%,CRel%,ZSO,ZSD,oZS%,HIT,BLK,Player ID
202410260NYI,NYI,FLA,Evan Rodrigues,6.0,9,13,40.9,-10.1,2.0,6.0,25.0,1,0,
202410260NYI,NYI,FLA,Mackie Samoskevich,2.0,3,7,30.0,-20.9,3.0,3.0,50.0,0,0,
202410260NYI,NYI,FLA,Nate Schmidt,1.0,11,9,55.0,7.0,3.0,4.0,42.9,0,1,
202410260NYI,NYI,FLA,Matthew Tkachuk,7.0,26,18,59.1,15.9,6.0,5.0,54.5,1,0,
202410260NYI,NYI,FLA,Carter Verhaeghe,6.0,27,22,55.1,10.2,6.0,4.0,60.0,0,0,
202410260NYI,NYI,FLA,TOTAL,,58,60,49.2,,,,35.2,20,12,
202410260NYI,NYI,FLA,Mathew Barzal,4.0,18,18,50.0,-1.2,13.0,6.0,68.4,3,0,
202410260NYI,NYI,FLA,Dennis Cholowski,3.0,9,14,39.1,-14.6,3.0,2.0,60.0,0,0,
202410260NYI,NYI,FLA,Casey Cizikas,3.0,13,13,50.0,-1.1,6.0,3.0,66.7,4,1,
202410260NYI,NYI,FLA,Noah Dobson,7.0,26,20,56.5,9.3,17.0,7.0,70.8,1,1,
202410260NYI,NYI,FLA,Pierre Engvall,2.0,13,3,81.2,35.1,4.0,2.0,66.7,1,0,
202410260NYI,NYI,FLA,Simon HolmstrÃ¶m,1.0,11,20,35.5,-20.8,8.0,7.0,53.3,0,1,
202410260NYI,NYI,FLA,Bo Horvat,3.0,14,20,41.2,-13.6,13.0,6.0,68.4,1,1,
202410260NYI,NYI,FLA,Anders Lee,5.0,19,12,61.3,14.2,11.0,2.0,84.6,1,1,
202410260NYI,NYI,FLA,Kyle MacLean,1.0,12,8,60.0,11.0,4.0,3.0,57.1,2,0,
202410260NYI,NYI,FLA,Matt Martin,4.0,10,6,62.5,13.5,4.0,2.0,66.7,2,0,
202410260NYI,NYI,FLA,Scott Mayfield,3.0,11,18,37.9,-17.2,4.0,3.0,57.1,1,1,
202410260NYI,NYI,FLA,Brock Nelson,3.0,19,17,52.8,2.8,9.0,4.0,69.2,1,1,
202410260NYI,NYI,FLA,Jean-Gabriel Pageau,0.0,19,18,51.4,0.8,11.0,4.0,73.3,1,0,
202410260NYI,NYI,FLA,Kyle Palmieri,5.0,19,22,46.3,-6.9,10.0,4.0,71.4,1,0,
202410260NYI,NYI,FLA,Adam Pelech,5.0,25,24,51.0,0.3,9.0,7.0,56.3,2,1,
202410260NYI,NYI,FLA,Ryan Pulock,4.0,28,25,52.8,3.6,12.0,7.0,63.2,1,2,
202410260NYI,NYI,FLA,Mike Reilly,3.0,16,13,55.2,5.8,11.0,6.0,64.7,0,1,
202410260NYI,NYI,FLA,Maxim Tsyplakov,4.0,19,14,57.6,9.4,8.0,3.0,72.7,1,0,
202410260NYI,NYI,FLA,TOTAL,,60,57,51.3,,,,66.4,23,11,
202410260NSH,NSH,CBJ,Zach Aston-Reese,3.0,8,21,27.6,-21.9,0.0,4.0,0.0,4,0,
202410260NSH,NSH,CBJ,Yegor Chinakhov,2.0,17,18,48.6,6.1,10.0,6.0,62.5,3,0,
202410260NSH,NSH,CBJ,Jake Christiansen,6.0,18,20,47.4,4.5,3.0,5.0,37.5,1,1,
202410260NSH,NSH,CBJ,Justin Danforth,0.0,7,20,25.9,-23.6,1.0,3.0,25.0,3,0,
202410260NSH,NSH,CBJ,Adam Fantilli,8.0,16,16,50.0,7.8,7.0,5.0,58.3,1,2,
202410260NSH,NSH,CBJ,Jordan Harris,1.0,8,16,33.3,-13.6,2.0,4.0,33.3,4,3,
202410260NSH,NSH,CBJ,Jack Johnson,0.0,5,18,21.7,-27.8,2.0,7.0,22.2,1,0,
202410260NSH,NSH,CBJ,Sean Kuraly,1.0,16,6,72.7,34.7,2.0,3.0,40.0,1,1,
202410260NSH,NSH,CBJ,Kevin Labanc,3.0,16,7,69.6,31.2,2.0,3.0,40.0,1,0,
202410260NSH,NSH,CBJ,Kirill Marchenko,4.0,17,23,42.5,-2.6,7.0,5.0,58.3,0,0,
202410260NSH,NSH,CBJ,Sean Monahan,5.0,15,21,41.7,-3.6,7.0,7.0,50.0,0,0,
202410260NSH,NSH,CBJ,Mathieu Olivier,0.0,5,16,23.8,-24.7,0.0,3.0,0.0,3,1,
202410260NSH,NSH,CBJ,Ivan Provorov,4.0,24,29,45.3,1.8,8.0,11.0,42.1,0,2,
202410260NSH,NSH,CBJ,Mikael Pyyhtia,3.0,13,16,44.8,0.7,7.0,5.0,58.3,0,1,
202410260NSH,NSH,CBJ,Damon Severson,3.0,14,25,35.9,-12.3,2.0,9.0,18.2,1,2,
202410260NSH,NSH,CBJ,Cole Sillinger,3.0,18,22,45.0,1.1,7.0,6.0,53.8,0,0,
202410260NSH,NSH,CBJ,James van Riemsdyk,1.0,12,2,85.7,46.8,2.0,1.0,66.7,0,0,
202410260NSH,NSH,CBJ,Zach Werenski,7.0,35,26,57.4,26.3,13.0,4.0,76.5,2,2,
202410260NSH,NSH,CBJ,TOTAL,,54,66,45.0,,,,47.1,25,15,
202410260NSH,NSH,CBJ,Jonathan Marchessault,6.0,37,14,72.5,28.8,8.0,3.0,72.7,1,0,
202410260NSH,NSH,CBJ,Alexandre Carrier,4.0,20,19,51.3,-6.5,3.0,11.0,21.4,3,0,
202410260NSH,NSH,CBJ,Luke Evangelista,0.0,6,6,50.0,-6.4,4.0,1.0,80.0,0,0,
202410260NSH,NSH,CBJ,Dante Fabbro,1.0,14,18,43.8,-16.2,5.0,1.0,83.3,0,2,
202410260NSH,NSH,CBJ,Filip Forsberg,13.0,30,18,62.5,11.1,7.0,9.0,43.8,5,2,
202410260NSH,NSH,CBJ,Mark Jankowski,1.0,4,8,33.3,-24.9,3.0,6.0,33.3,0,0,
202410260NSH,NSH,CBJ,Roman Josi,9.0,32,27,54.2,-2.9,13.0,7.0,65.0,1,1,
202410260NSH,NSH,CBJ,Jeremy Lauzon,2.0,17,21,44.7,-16.0,3.0,9.0,25.0,5,3,
202410260NSH,NSH,CBJ,Zachary L'Heureux,3.0,17,12,58.6,3.8,1.0,2.0,33.3,6,0,
202410260NSH,NSH,CBJ,Michael McCarron,3.0,15,13,53.6,-2.8,2.0,4.0,33.3,4,0,
202410260NSH,NSH,CBJ,Thomas Novak,3.0,10,10,50.0,-6.9,6.0,0.0,100.0,0,0,
202410260NSH,NSH,CBJ,Gustav Nyquist,0.0,12,14,46.2,-12.1,7.0,2.0,77.8,2,2,
202410260NSH,NSH,CBJ,Ryan O'Reilly,3.0,36,19,65.5,17.7,10.0,8.0,55.6,0,0,
202410260NSH,NSH,CBJ,Luke Schenn,4.0,16,11,59.3,4.6,3.0,1.0,75.0,3,1,
202410260NSH,NSH,CBJ,Colton Sissons,1.0,5,14,26.3,-34.9,5.0,8.0,38.5,3,2,
202410260NSH,NSH,CBJ,Brady Skjei,6.0,24,9,72.7,23.3,8.0,4.0,66.7,0,0,
202410260NSH,NSH,CBJ,Cole Smith,5.0,15,13,53.6,-2.8,1.0,3.0,25.0,6,0,
202410260NSH,NSH,CBJ,Steven Stamkos,4.0,20,15,57.1,1.9,7.0,0.0,100.0,0,1,
202410260NSH,NSH,CBJ,TOTAL,,68,53,56.2,,,,54.5,39,14,
202410260DAL,DAL,CHI,Nolan Allan,0.0,15,8,65.2,24.6,6.0,5.0,54.5,1,2,
202410260DAL,DAL,CHI,Connor Bedard,6.0,23,16,59.0,20.2,9.0,3.0,75.0,1,1,
202410260DAL,DAL,CHI,Tyler Bertuzzi,5.0,25,24,51.0,9.7,8.0,7.0,53.3,1,1,
202410260DAL,DAL,CHI,T.J. Brodie,0.0,12,25,32.4,-18.2,3.0,3.0,50.0,0,3,
202410260DAL,DAL,CHI,Jason Dickinson,3.0,17,21,44.7,-0.6,5.0,6.0,45.5,3,0,
202410260DAL,DAL,CHI,Ryan Donato,4.0,11,9,55.0,11.7,4.0,2.0,66.7,4,0,
202410260DAL,DAL,CHI,Nick Foligno,9.0,22,22,50.0,7.5,3.0,5.0,37.5,5,0,
202410260DAL,DAL,CHI,Taylor Hall,4.0,12,18,40.0,-6.8,5.0,7.0,41.7,1,2,
202410260DAL,DAL,CHI,Seth Jones,5.0,35,24,59.3,27.0,13.0,13.0,50.0,2,3,
202410260DAL,DAL,CHI,Wyatt Kaiser,4.0,14,31,31.1,-22.1,4.0,4.0,50.0,1,2,
202410260DAL,DAL,CHI,Philipp Kurashev,3.0,12,23,34.3,-15.1,5.0,8.0,38.5,1,0,
202410260DAL,DAL,CHI,Pat Maroon,1.0,17,10,63.0,22.8,3.0,1.0,75.0,5,0,
202410260DAL,DAL,CHI,Ilya Mikheyev,2.0,9,13,40.9,-5.2,1.0,3.0,25.0,0,0,
202410260DAL,DAL,CHI,Connor Murphy,0.0,9,23,28.1,-23.0,4.0,4.0,50.0,3,4,
202410260DAL,DAL,CHI,Lukas Reichel,2.0,5,11,31.2,-16.0,4.0,3.0,57.1,0,0,
202410260DAL,DAL,CHI,Craig Smith,3.0,13,7,65.0,23.7,4.0,1.0,80.0,1,0,
202410260DAL,DAL,CHI,Teuvo TerÃ¤vÃ¤inen,4.0,20,20,50.0,7.1,7.0,4.0,63.6,0,2,
202410260DAL,DAL,CHI,Alex Vlasic,1.0,13,22,37.1,-11.2,3.0,6.0,33.3,0,2,
202410260DAL,DAL,CHI,TOTAL,,56,67,45.5,,,,51.2,29,22,
202410260DAL,DAL,CHI,Jamie Benn,4.0,19,12,61.3,8.6,6.0,7.0,46.2,1,0,
202410260DAL,DAL,CHI,Colin Blackwell,4.0,10,5,66.7,13.5,1.0,3.0,25.0,1,0,
202410260DAL,DAL,CHI,Mavrik Bourque,1.0,7,4,63.6,9.6,1.0,3.0,25.0,0,0,
202410260DAL,DAL,CHI,Evgenii Dadonov,1.0,16,19,45.7,-12.7,2.0,6.0,25.0,0,1,
202410260DAL,DAL,CHI,Matt Duchene,3.0,25,9,73.5,25.7,6.0,5.0,54.5,0,0,
202410260DAL,DAL,CHI,Mathew Dumba,1.0,19,24,44.2,-16.3,5.0,5.0,50.0,2,2,
202410260DAL,DAL,CHI,Thomas Harley,2.0,24,14,63.2,12.0,4.0,3.0,57.1,0,1,
202410260DAL,DAL,CHI,Miro Heiskanen,11.0,44,18,71.0,32.3,12.0,4.0,75.0,0,2,
202410260DAL,DAL,CHI,Roope Hintz,4.0,19,20,48.7,-8.9,9.0,2.0,81.8,0,0,
202410260DAL,DAL,CHI,Wyatt Johnston,7.0,21,23,47.7,-11.1,7.0,6.0,53.8,0,0,
202410260DAL,DAL,CHI,Esa Lindell,1.0,11,25,30.6,-34.2,3.0,12.0,20.0,1,2,
202410260DAL,DAL,CHI,Nils Lundkvist,1.0,15,7,68.2,16.2,5.0,3.0,62.5,1,3,
202410260DAL,DAL,CHI,Ilya Lyubushkin,1.0,10,24,29.4,-35.0,3.0,10.0,23.1,1,1,
202410260DAL,DAL,CHI,Mason Marchment,7.0,25,13,65.8,15.8,5.0,5.0,50.0,1,0,
202410260DAL,DAL,CHI,Jason Robertson,7.0,20,17,54.1,-1.1,8.0,2.0,80.0,0,0,
202410260DAL,DAL,CHI,Tyler Seguin,8.0,23,15,60.5,8.2,6.0,5.0,54.5,0,0,
202410260DAL,DAL,CHI,Logan Stankoven,5.0,20,12,62.5,10.3,4.0,3.0,57.1,1,1,
202410260DAL,DAL,CHI,Sam Steel,0.0,10,10,50.0,-5.8,1.0,4.0,20.0,0,0,
202410260DAL,DAL,CHI,TOTAL,,68,56,54.8,,,,50.0,9,13,
202410260VAN,VAN,PIT,Noel Acciari,2.0,12,19,38.7,-7.5,3.0,12.0,20.0,2,0,
202410260VAN,VAN,PIT,Anthony Beauvillier,4.0,10,14,41.7,-3.1,4.0,4.0,50.0,3,0,
202410260VAN,VAN,PIT,Michael Bunting,4.0,11,13,45.8,2.1,1.0,9.0,10.0,1,0,
202410260VAN,VAN,PIT,Sidney Crosby,2.0,23,14,62.2,27.1,8.0,7.0,53.3,0,1,
202410260VAN,VAN,PIT,Lars Eller,1.0,13,14,48.1,5.2,0.0,8.0,0.0,2,0,
202410260VAN,VAN,PIT,Ryan Graves,4.0,8,18,30.8,-17.4,1.0,11.0,8.3,1,3,
202410260VAN,VAN,PIT,Matt Grzelcyk,2.0,17,21,44.7,0.9,6.0,8.0,42.9,0,0,
202410260VAN,VAN,PIT,Kevin Hayes,0.0,8,12,40.0,-5.1,2.0,3.0,40.0,1,0,
202410260VAN,VAN,PIT,Erik Karlsson,5.0,19,22,46.3,3.4,8.0,6.0,57.1,0,0,
202410260VAN,VAN,PIT,Kris Letang,4.0,21,28,42.9,-2.3,6.0,7.0,46.2,1,0,
202410260VAN,VAN,PIT,Evgeni Malkin,3.0,14,20,41.2,-4.3,6.0,5.0,54.5,0,2,
202410260VAN,VAN,PIT,Drew O'Connor,5.0,17,20,45.9,2.7,2.0,6.0,25.0,0,1,
202410260VAN,VAN,PIT,Marcus Pettersson,1.0,20,20,50.0,9.2,4.0,9.0,30.8,0,1,
202410260VAN,VAN,PIT,Jesse PuljujÃ¤rvi,1.0,7,13,35.0,-11.2,1.0,3.0,25.0,0,1,
202410260VAN,VAN,PIT,Valtteri Puustinen,0.0,4,9,30.8,-15.1,0.0,5.0,0.0,1,1,
202410260VAN,VAN,PIT,Rickard Rakell,5.0,22,16,57.9,20.9,7.0,7.0,50.0,1,1,
202410260VAN,VAN,PIT,Bryan Rust,3.0,7,18,28.0,-20.8,4.0,4.0,50.0,0,0,
202410260VAN,VAN,PIT,Jack St. Ivany,3.0,11,13,45.8,2.1,1.0,9.0,10.0,3,2,
202410260VAN,VAN,PIT,TOTAL,,49,61,44.5,,,,34.4,16,13,
202410260VAN,VAN,PIT,Arshdeep Bains,4.0,9,6,60.0,4.8,2.0,1.0,66.7,1,0,
202410260VAN,VAN,PIT,Teddy Blueger,2.0,14,7,66.7,13.4,5.0,3.0,62.5,0,0,
202410260VAN,VAN,PIT,Brock Boeser,10.0,24,15,61.5,8.7,9.0,6.0,60.0,2,0,
202410260VAN,VAN,PIT,Erik BrÃ¤nnstrÃ¶m,5.0,22,12,64.7,12.8,6.0,1.0,85.7,0,0,
202410260VAN,VAN,PIT,Jake DeBrusk,4.0,15,22,40.5,-23.0,7.0,7.0,50.0,2,0,
202410260VAN,VAN,PIT,Vincent Desharnais,1.0,22,15,59.5,5.4,6.0,1.0,85.7,0,1,
202410260VAN,VAN,PIT,Conor Garland,5.0,23,11,67.6,17.0,11.0,2.0,84.6,0,0,
202410260VAN,VAN,PIT,Danton Heinen,4.0,13,11,54.2,-2.1,5.0,2.0,71.4,0,0,
202410260VAN,VAN,PIT,Nils HÃ¶glander,2.0,13,11,54.2,-2.1,8.0,3.0,72.7,1,0,
202410260VAN,VAN,PIT,Filip Hronek,1.0,25,16,61.0,8.1,12.0,7.0,63.2,3,0,
202410260VAN,VAN,PIT,Quinn Hughes,6.0,30,16,65.2,16.0,15.0,4.0,78.9,1,2,
202410260VAN,VAN,PIT,J.T. Miller,5.0,26,17,60.5,7.6,10.0,6.0,62.5,0,0,
202410260VAN,VAN,PIT,Tyler Myers,2.0,11,18,37.9,-24.3,4.0,6.0,40.0,2,0,
202410260VAN,VAN,PIT,Elias Pettersson,2.0,18,15,54.5,-1.9,11.0,2.0,84.6,2,1,
202410260VAN,VAN,PIT,Kiefer Sherwood,3.0,13,11,54.2,-2.1,5.0,0.0,100.0,6,0,
202410260VAN,VAN,PIT,Carson Soucy,1.0,7,19,26.9,-37.8,5.0,6.0,45.5,1,5,
202410260VAN,VAN,PIT,Daniel Sprong,3.0,9,12,42.9,-16.0,2.0,2.0,50.0,3,0,
202410260VAN,VAN,PIT,Pius Suter,2.0,14,8,63.6,9.7,2.0,4.0,33.3,0,0,
202410260VAN,VAN,PIT,TOTAL,,62,46,57.4,,,,66.4,24,9,
202410260VEG,VEG,SJS,Cody Ceci,3.0,17,32,34.7,-13.4,2.0,11.0,15.4,1,1,
202410260VEG,VEG,SJS,Ty Dellandrea,1.0,10,12,45.5,2.9,4.0,4.0,50.0,4,1,
202410260VEG,VEG,SJS,William Eklund,1.0,22,22,50.0,10.5,5.0,5.0,50.0,0,0,
202410260VEG,VEG,SJS,Mario Ferraro,2.0,21,24,46.7,5.5,5.0,5.0,50.0,5,1,
202410260VEG,VEG,SJS,Barclay Goodrow,4.0,13,16,44.8,2.2,5.0,8.0,38.5,5,1,
202410260VEG,VEG,SJS,Mikael Granlund,5.0,21,23,47.7,7.0,6.0,6.0,50.0,1,1,
202410260VEG,VEG,SJS,Carl GrundstrÃ¶m,1.0,7,9,43.8,0.8,1.0,2.0,33.3,1,0,
202410260VEG,VEG,SJS,Daniil Gushchin,3.0,6,17,26.1,-20.6,2.0,3.0,40.0,0,1,
202410260VEG,VEG,SJS,Luke Kunin,5.0,13,24,35.1,-11.1,6.0,5.0,54.5,4,1,
202410260VEG,VEG,SJS,Jan Rutta,2.0,24,28,46.2,5.2,5.0,5.0,50.0,1,1,
202410260VEG,VEG,SJS,William Smith,4.0,14,11,56.0,16.0,5.0,5.0,50.0,0,0,
202410260VEG,VEG,SJS,Nico Sturm,2.0,6,19,24.0,-23.6,1.0,5.0,16.7,5,1,
202410260VEG,VEG,SJS,Jack Thompson,2.0,13,20,39.4,-4.9,9.0,4.0,69.2,1,1,
202410260VEG,VEG,SJS,Henry Thrun,3.0,12,15,44.4,1.7,7.0,4.0,63.6,0,0,
202410260VEG,VEG,SJS,Tyler Toffoli,4.0,21,17,55.3,17.3,6.0,4.0,60.0,0,0,
202410260VEG,VEG,SJS,Jake Walman,7.0,20,27,42.6,-0.8,3.0,11.0,21.4,2,2,
202410260VEG,VEG,SJS,Alexander Wennberg,0.0,19,20,48.7,8.0,7.0,3.0,70.0,2,3,
202410260VEG,VEG,SJS,Fabian Zetterlund,7.0,21,18,53.8,15.3,6.0,3.0,66.7,3,1,
202410260VEG,VEG,SJS,TOTAL,,56,72,43.8,,,,47.4,35,16,
202410260VEG,VEG,SJS,Ivan Barbashev,5.0,20,15,57.1,0.3,6.0,5.0,54.5,4,0,
202410260VEG,VEG,SJS,Brendan Brisson,4.0,10,9,52.6,-5.1,1.0,1.0,50.0,0,0,
202410260VEG,VEG,SJS,Pavel Dorofeyev,12.0,36,11,76.6,30.8,7.0,3.0,70.0,1,0,
202410260VEG,VEG,SJS,Jack Eichel,7.0,29,14,67.4,15.7,10.0,6.0,62.5,0,0,
202410260VEG,VEG,SJS,Noah Hanifin,2.0,19,21,47.5,-13.6,9.0,5.0,64.3,0,3,
202410260VEG,VEG,SJS,TomÃ¡Å¡ Hertl,6.0,32,10,76.2,28.5,8.0,3.0,72.7,0,1,
202410260VEG,VEG,SJS,Alexander Holtz,1.0,10,20,33.3,-30.7,3.0,5.0,37.5,2,0,
202410260VEG,VEG,SJS,Brett Howden,3.0,21,18,53.8,-4.4,4.0,5.0,44.4,2,0,
202410260VEG,VEG,SJS,William Karlsson,4.0,12,16,42.9,-17.9,5.0,5.0,50.0,0,2,
202410260VEG,VEG,SJS,Keegan Kolesar,0.0,9,8,52.9,-4.6,2.0,1.0,66.7,3,0,
202410260VEG,VEG,SJS,Kaedan Korczak,5.0,23,17,57.5,0.8,4.0,4.0,50.0,2,0,
202410260VEG,VEG,SJS,Brayden McNabb,5.0,20,23,46.5,-15.6,3.0,7.0,30.0,1,2,
202410260VEG,VEG,SJS,Tanner Pearson,3.0,12,17,41.4,-20.0,3.0,5.0,37.5,2,2,
202410260VEG,VEG,SJS,Alex Pietrangelo,1.0,19,23,45.2,-17.3,8.0,6.0,57.1,0,1,
202410260VEG,VEG,SJS,Nicolas Roy,1.0,16,13,55.2,-2.2,4.0,3.0,57.1,0,0,
202410260VEG,VEG,SJS,Mark Stone,3.0,26,12,68.4,16.2,9.0,6.0,60.0,0,0,
202410260VEG,VEG,SJS,Shea Theodore,7.0,34,13,72.3,24.1,8.0,5.0,61.5,0,0,
202410260VEG,VEG,SJS,Zach Whitecloud,5.0,20,15,57.1,0.3,4.0,7.0,36.4,0,2,
202410260VEG,VEG,SJS,TOTAL,,74,53,58.3,,,,54.4,17,13,
202410260SEA,SEA,CAR,Sebastian Aho,7.0,41,12,77.4,7.1,17.0,1.0,94.4,0,0,
202410260SEA,SEA,CAR,Jackson Blake,1.0,26,3,89.7,21.3,6.0,0.0,100.0,0,0,
202410260SEA,SEA,CAR,Brent Burns,8.0,35,13,72.9,-0.5,10.0,8.0,55.6,0,0,
202410260SEA,SEA,CAR,William Carrier,4.0,22,10,68.8,-5.9,4.0,1.0,80.0,2,0,
202410260SEA,SEA,CAR,Jalen Chatfield,5.0,23,6,79.3,7.9,6.0,4.0,60.0,1,0,
202410260SEA,SEA,CAR,Jack Drury,8.0,25,3,89.3,20.6,6.0,0.0,100.0,2,0,
202410260SEA,SEA,CAR,Shayne Gostisbehere,8.0,39,11,78.0,7.9,12.0,1.0,92.3,1,0,
202410260SEA,SEA,CAR,Seth Jarvis,8.0,35,8,81.4,12.4,11.0,5.0,68.8,0,1,
202410260SEA,SEA,CAR,Jesperi Kotkaniemi,3.0,15,6,71.4,-2.2,6.0,2.0,75.0,1,0,
202410260SEA,SEA,CAR,Jordan Martinook,4.0,21,11,65.6,-10.2,4.0,10.0,28.6,0,0,
202410260SEA,SEA,CAR,Martin NeÄas,3.0,28,8,77.8,6.4,11.0,2.0,84.6,3,1,
202410260SEA,SEA,CAR,Dmitry Orlov,4.0,19,8,70.4,-3.6,6.0,4.0,60.0,0,0,
202410260SEA,SEA,CAR,Eric Robinson,0.0,5,8,38.5,-38.7,2.0,2.0,50.0,1,0,
202410260SEA,SEA,CAR,Jack Roslovic,5.0,28,7,80.0,9.3,12.0,1.0,92.3,0,0,
202410260SEA,SEA,CAR,Jaccob Slavin,4.0,25,16,61.0,-18.1,7.0,8.0,46.7,0,1,
202410260SEA,SEA,CAR,Jordan Staal,3.0,20,10,66.7,-8.6,4.0,10.0,28.6,2,1,
202410260SEA,SEA,CAR,Andrei Svechnikov,11.0,40,10,80.0,11.2,17.0,1.0,94.4,0,0,
202410260SEA,SEA,CAR,Sean Walker,7.0,18,10,64.3,-11.5,4.0,1.0,80.0,0,2,
202410260SEA,SEA,CAR,TOTAL,,93,34,73.2,,,,70.2,13,6,
202410260SEA,SEA,CAR,Matty Beniers,3.0,13,28,31.7,7.3,8.0,6.0,57.1,2,2,
202410260SEA,SEA,CAR,Oliver Bjorkstrand,0.0,9,9,50.0,27.1,2.0,4.0,33.3,0,0,
202410260SEA,SEA,CAR,William Borgen,0.0,4,27,12.9,-18.3,1.0,10.0,9.1,3,1,
202410260SEA,SEA,CAR,AndrÃ© Burakovsky,3.0,7,17,29.2,3.0,2.0,4.0,33.3,1,2,
202410260SEA,SEA,CAR,Jordan Eberle,0.0,14,27,34.1,10.8,8.0,5.0,61.5,0,2,
202410260SEA,SEA,CAR,Ryker Evans,2.0,18,29,38.3,18.3,6.0,8.0,42.9,4,3,
202410260SEA,SEA,CAR,Yanni Gourde,0.0,1,21,4.5,-26.9,1.0,6.0,14.3,0,0,
202410260SEA,SEA,CAR,Tye Kartye,2.0,5,19,20.8,-7.4,3.0,6.0,33.3,2,0,
202410260SEA,SEA,CAR,Adam Larsson,2.0,13,38,25.5,-2.1,4.0,17.0,19.0,2,4,
202410260SEA,SEA,CAR,Josh Mahura,1.0,4,10,28.6,2.1,1.0,3.0,25.0,3,0,
202410260SEA,SEA,CAR,Jared McCann,5.0,14,27,34.1,10.8,7.0,9.0,43.8,1,1,
202410260SEA,SEA,CAR,Brandon Montour,1.0,14,37,27.5,1.2,7.0,7.0,50.0,5,1,
202410260SEA,SEA,CAR,Jamie Oleksiak,1.0,3,41,6.8,-30.5,3.0,12.0,20.0,1,2,
202410260SEA,SEA,CAR,Jaden Schwartz,5.0,12,17,41.4,19.0,3.0,3.0,50.0,0,1,
202410260SEA,SEA,CAR,Chandler Stephenson,3.0,16,32,33.3,10.5,4.0,11.0,26.7,0,1,
202410260SEA,SEA,CAR,Brandon Tanev,1.0,3,39,7.1,-29.4,1.0,11.0,8.3,0,2,
202410260SEA,SEA,CAR,Eeli Tolvanen,4.0,9,11,45.0,21.6,2.0,5.0,28.6,1,0,
202410260SEA,SEA,CAR,Shane Wright,1.0,9,10,47.4,24.3,2.0,4.0,33.3,0,1,
202410260SEA,SEA,CAR,TOTAL,,34,93,26.8,,,,32.8,25,23,
